"bottom_temp_an","Fogarty","mean_gsi","MHW_cum_int","zoop_ratio"
-1.0137762971637,2.16115832219698,-1.28144131735275,-0.577048958614373,-0.245957849121776
0.371749443252078,1.36064908860511,-0.879386548041447,0.351241437993475,-0.329294810258359
0.106045085008453,0.342231538627731,-0.0331218090160445,-0.453140724307965,-0.80730373985905
0.781790522815832,0.485083591766546,0.520585964925559,-0.759917877205663,-0.602204415156746
-0.0518804565244504,0.23206392355293,-0.252513027135145,-0.622549661540296,0.0185740375439371
-1.45032238102152,0.935880722782072,-1.36925110004166,-0.759917877205663,-1.74673057631616
-1.05714431544677,0.560433332339251,-1.40762023452105,-0.652424679782071,-0.835392175379854
-1.3732832972459,0.603197228388311,-1.77945264682142,-0.759917877205663,1.11831050967402
-0.31502737666948,1.22215054970515,-0.571341396117605,0.39345215584384,1.24774678199385
-0.630063369814973,1.25480537936865,0.72934915081748,-0.569567993080691,1.25692570221045
-1.46741571399718,0.96641620074005,-0.0818159618990826,-0.759917877205663,0.34380739566334
-1.11812650168669,0.81716938809545,0.233968477159074,-0.759917877205663,1.19623335686061
0.416748887690632,-0.335596315167183,0.534429877775282,0.0986504788441798,1.11804766173456
0.830272669507172,-1.354380333824,1.15225638966686,-0.529078150244661,0.437119215862183
-1.21459351543909,-0.803878792700172,-0.818858247478722,-0.759917877205663,0.418345565376181
-0.319296503600732,-0.469673972208398,-1.21261363072035,-0.759917877205663,0.579691092227919
-0.0207632339914636,0.484040527542952,-1.11763143773989,-0.759917877205663,1.38286101810323
1.21258199705735,-0.377934634480238,1.29141718594277,0.690021807326044,1.07701669127453
0.0864231038075276,0.551476575825351,0.435919934169007,-0.417382633602078,0.234878942163943
0.16311882783843,2.18152229584221,-0.276304816378307,-0.138874755965217,0.0476681345440078
1.24992564087205,0.657299861327553,1.34334727614501,0.387986873106979,-0.6942337175346
-0.753480945424908,-0.810184536420118,-0.118016023600941,-0.568776024244899,-1.61086285825871
-1.8841278184959,0.635670645274503,-0.765687924256215,-0.759917877205663,-2.52795478080088
-1.22022586156734,0.0645991455803695,-0.675230290502081,-0.137462644131355,-1.93480751311513
0.286217346843472,-0.287450591848965,-0.524691677165057,0.163883242312076,-0.634391004343085
-1.224073235549,-0.128386125302717,-1.70849621418383,-0.759917877205663,-1.15951149178895
-0.380346738632163,-1.51151168617652,-0.259403536037611,-0.598295179837993,-0.0466319284337888
-0.225306727585505,-1.32668077656456,0.397063234315467,0.147763885424121,-0.55252014622141
0.13422644510881,-0.112402230743738,0.053211271079936,-0.0923701365965677,-0.544950550019387
1.02308761162682,0.148123564398674,-0.739852532073761,0.389597849362163,-0.0918200674489959
2.02594577128511,-0.195105201587093,0.408686530342126,4.16193991759674,0.731483260103458
1.1851344048325,-0.890853994750657,0.505200578273124,0.861265879393732,-0.0875087744639882
0.743348190133775,-0.655127535840601,1.02525564937614,0.37269350133741,0.374055048158686
0.690458575561403,-0.736225452335691,1.31338052371361,2.15553484379944,0.782377014495498
1.74982122373605,-1.22601111861332,1.72445527236481,1.83319306108379,1.09793850606034
0.500885111452831,-1.44033770180113,1.06403452584236,0.662547989750495,0.98899646447013
1.25509604039638,-1.37553693359874,1.18024746822927,0.673569265311136,NA
0.906377391030105,-1.626693947996,1.95992106094507,-0.387191874480835,NA
