"ACADIAN REDFISH","ALEWIFE","AMERICAN LOBSTER","AMERICAN PLAICE","ATLANTIC ANGEL SHARK","ATLANTIC COD","ATLANTIC CROAKER","ATLANTIC HALIBUT","ATLANTIC HERRING","ATLANTIC MACKEREL","ATLANTIC ROCK CRAB","ATLANTIC SHARPNOSE SHARK","ATLANTIC WOLFFISH","BARNDOOR SKATE","BASKING SHARK","BEARDFISH","BLACK SEA BASS","BLACKBELLY ROSEFISH","BLUEFISH","BLUNTNOSE STINGRAY","BULLNOSE RAY","BUTTERFISH","CHAIN DOGFISH","CHUB MACKEREL","CLEARNOSE SKATE","COARSEHAND LADY CRAB","COBIA","COWNOSE RAY","CUSK","DUSKY SHARK","FAWN CUSK-EEL","FOURSPOT FLOUNDER","GOOSEFISH","HADDOCK","HORSESHOE CRAB","JOHN DORY","LITTLE SKATE","LOGGERHEAD SEATURTLE","LONGFIN SQUID","LONGHORN SCULPIN","NORTHERN SEAROBIN","NORTHERN SHORTFIN SQUID","NORTHERN SHRIMP","OCEAN POUT","OCEAN SUNFISH","OFFSHORE HAKE","POLLOCK","RED HAKE","ROSETTE SKATE","ROUGHTAIL STINGRAY","ROUND HERRING","SANDBAR SHARK","SCUP","SEA RAVEN","SEA SCALLOP","SHRIMP UNCL","SILVER HAKE","SMOOTH DOGFISH","SMOOTH SKATE","SOUTHERN EAGLE RAY","SOUTHERN STINGRAY","SPINY BUTTERFLY RAY","SPINY DOGFISH","SPOT","SPOTTED HAKE","STRIPED ANCHOVY","STRIPED BASS","SUMMER FLOUNDER","THORNY SKATE","WEAKFISH","WHITE HAKE","WINDOWPANE","WINTER FLOUNDER","WINTER SKATE","WITCH FLOUNDER","YELLOWTAIL FLOUNDER"
0.0294755785468069,0.0659093973067947,0.138252718145856,0.0294755785468069,0.15315959887667,0.0294755785468069,0.0294755785468069,0.0294755785468069,0.0294755785468069,0.169324307505085,0.176853471280841,0.106275709824479,0.0294755785468069,0.0294755785468069,0.0294755785468069,0.0294755785468069,0.0294755785468069,0.155970101169203,0.171870680579165,0.0884267356404207,0.0510531996255568,0.166739051758751,0.0722001273130034,0.0294755785468069,0.0659093973067947,0.141359908762657,0.0659093973067947,0.117902314187228,0.0294755785468069,0.0294755785468069,0.155970101169203,0.164113075806709,0.166739051758751,0.0294755785468069,0.174379874335929,0.0294755785468069,0.174379874335929,0.0294755785468069,0.164113075806709,0.179292944743379,0.141359908762657,0.114158424831612,0.0294755785468069,0.176853471280841,0.0294755785468069,0.128481068187927,0.0294755785468069,0.176853471280841,0.0659093973067947,0.0977594345184076,0.135074069843359,0.155970101169203,0.0977594345184076,0.179292944743379,0.0779850505846017,0.155970101169203,0.164113075806709,0.150296550184605,0.0294755785468069,0.0294755785468069,0.0589511570936138,0.125054288819063,0.121530923724675,0.110287516199096,0.0884267356404207,0.0779850505846017,0.0294755785468069,0.117902314187228,0.0294755785468069,0.106275709824479,0.128481068187927,0.179292944743379,0.164113075806709,0.150296550184605,0.128481068187927,0.179292944743379
0.029424494316825,0.029424494316825,0.1176979772673,0.029424494316825,0.0930484210398471,0.0975900072948533,0.161164592805076,0.029424494316825,0.0778498944161523,0.121320298048656,0.166450075715296,0.150036070699091,0.029424494316825,0.029424494316825,0.029424494316825,0.147122471584125,0.0832250378576479,0.134839972492648,0.144149994031289,0.05884898863365,0.150036070699091,0.106091523013911,0.0778498944161523,0.029424494316825,0.029424494316825,0.124837556786472,0.121320298048656,0.0778498944161523,0.029424494316825,0.0416125189288239,0.138013111868471,0.178982211503356,0.17654696590095,0.029424494316825,0.169030850945703,0.0882734829504749,0.0832250378576479,0.113960576459638,0.0975900072948533,0.17654696590095,0.0416125189288239,0.0720749970156447,0.029424494316825,0.178982211503356,0.029424494316825,0.124837556786472,0.110096376512636,0.178982211503356,0.029424494316825,0.17654696590095,0.166450075715296,0.113960576459638,0.0778498944161523,0.174077655955698,0.0416125189288239,0.144149994031289,0.171572810891555,0.0975900072948533,0.029424494316825,0.029424494316825,0.0509647191437626,0.113960576459638,0.0832250378576479,0.152894157431288,0.0720749970156447,0.150036070699091,0.029424494316825,0.147122471584125,0.029424494316825,0.134839972492648,0.138013111868471,0.17654696590095,0.174077655955698,0.0720749970156447,0.169030850945703,0.17654696590095
0.0303030303030303,0.138865930150177,0.184326137281764,0.0303030303030303,0.171419825742193,0.104972776216296,0.0677596356818118,0.0303030303030303,0.0303030303030303,0.165976532577323,0.109259129559515,0.128564869306645,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0801742821534724,0.0958265957626782,0.138865930150177,0.179275144942413,0.163186812337409,0.0742269619025206,0.0677596356818118,0.0303030303030303,0.0909090909090909,0.0428549564355483,0.0524863881081478,0.109259129559515,0.124942594715687,0.0303030303030303,0.0303030303030303,0.0857099128710967,0.176695511965009,0.16872013220697,0.121212121212121,0.184326137281764,0.100503781525921,0.0677596356818118,0.0303030303030303,0.0606060606060606,0.171419825742193,0.0524863881081478,0.148453923805041,0.0303030303030303,0.174077655955698,0.0303030303030303,0.14213381090374,0.109259129559515,0.165976532577323,0.135519271363624,0.0677596356818118,0.157459164324443,0.13208784677396,0.13208784677396,0.157459164324443,0.0303030303030303,0.109259129559515,0.135519271363624,0.181818181818182,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.13208784677396,0.121212121212121,0.176695511965009,0.117363131703255,0.160348564306945,0.0303030303030303,0.124942594715687,0.0303030303030303,0.157459164324443,0.0524863881081478,0.179275144942413,0.124942594715687,0.0857099128710967,0.0857099128710967,0.163186812337409
0.0318464877649241,0.0551597348514692,0.131306432859723,0.0318464877649241,0.142421822973971,0.0318464877649241,0.180150939644418,0.0318464877649241,0.0318464877649241,0.0450377349111045,0.188406362428797,0.0318464877649241,0.0318464877649241,0.0318464877649241,0.0318464877649241,0.127385951059696,0.0780076451238516,0.123340916748749,0.171498585142509,0.123340916748749,0.0636929755298482,0.119158646188434,0.100707436813845,0.0712109114869856,0.0636929755298482,0.14593894080125,0.0318464877649241,0.105622850806897,0.0318464877649241,0.100707436813845,0.14593894080125,0.168515773513701,0.188406362428797,0.0636929755298482,0.165479204554407,0.127385951059696,0.174430397261612,0.100707436813845,0.0551597348514692,0.0955394632947723,0.110319469702938,0.0450377349111045,0.0318464877649241,0.0636929755298482,0.0318464877649241,0.156015290247703,0.0318464877649241,0.188406362428797,0.0450377349111045,0.182944144037813,0.0551597348514692,0.0450377349111045,0.123340916748749,0.180150939644418,0.100707436813845,0.0318464877649241,0.193714622498081,0.177313739658847,0.0318464877649241,0.0318464877649241,0.0318464877649241,0.0842578867568504,0.191078926589545,0.149373268107624,0.0636929755298482,0.171498585142509,0.0318464877649241,0.0842578867568504,0.0318464877649241,0.159232438824621,0.127385951059696,0.185695338177052,0.135113204733313,0.180150939644418,0.165479204554407,0.123340916748749
0.0332963579106013,0.0332963579106013,0.196983909885758,0.0332963579106013,0.169778778717726,0.0332963579106013,0.176187765191299,0.0332963579106013,0.0332963579106013,0.105292328785665,0.202533838294005,0.0332963579106013,0.0332963579106013,0.0332963579106013,0.0332963579106013,0.0941763218696022,0.0744529196912675,0.141264482804403,0.188352643739204,0.156173761888606,0.176187765191299,0.199778147463608,0.0470881609348011,0.120051725732874,0.110431526074847,0.13728440061378,0.0470881609348011,0.0941763218696022,0.0332963579106013,0.110431526074847,0.13728440061378,0.145135459320272,0.115341967216319,0.0332963579106013,0.0880938825956494,0.159683722879165,0.0470881609348011,0.133185431642405,0.173012950824478,0.0744529196912675,0.0744529196912675,0.0665927158212027,0.0332963579106013,0.0576709836081594,0.0332963579106013,0.182371663104019,0.0332963579106013,0.148905839382535,0.0665927158212027,0.141264482804403,0.182371663104019,0.099889073731804,0.12458356352887,0.0880938825956494,0.176187765191299,0.166481789553007,0.128956239677121,0.0576709836081594,0.0332963579106013,0.0332963579106013,0.099889073731804,0.166481789553007,0.0470881609348011,0.176187765191299,0.148905839382535,0.133185431642405,0.0332963579106013,0.0665927158212027,0.0332963579106013,0.13728440061378,0.159683722879165,0.0332963579106013,0.0665927158212027,0.0576709836081594,0.148905839382535,0.145135459320272
0.0345857231933037,0.142600589864366,0.103757169579911,0.0345857231933037,0.19256515705838,0.0345857231933037,0.154672056222436,0.0345857231933037,0.146734796413356,0.0345857231933037,0.119808459574631,0.198679853559757,0.0345857231933037,0.0345857231933037,0.0345857231933037,0.169434748417472,0.119808459574631,0.0847173742087358,0.189433807606021,0.0489115988044518,0.0489115988044518,0.154672056222436,0.0773360281112182,0.0345857231933037,0.0978231976089037,0.154672056222436,0.0599042297873154,0.0345857231933037,0.0345857231933037,0.0345857231933037,0.0599042297873154,0.176353277454374,0.0599042297873154,0.158491694498104,0.0599042297873154,0.154672056222436,0.124700598372461,0.0345857231933037,0.124700598372461,0.146734796413356,0.124700598372461,0.207514339159822,0.0345857231933037,0.142600589864366,0.0345857231933037,0.124700598372461,0.0345857231933037,0.176353277454374,0.109369659814952,0.165867301547014,0.109369659814952,0.186249819369875,0.189433807606021,0.109369659814952,0.124700598372461,0.0773360281112182,0.183010444965601,0.179712689361946,0.0345857231933037,0.0345857231933037,0.0345857231933037,0.0489115988044518,0.183010444965601,0.176353277454374,0.146734796413356,0.109369659814952,0.0345857231933037,0.0599042297873154,0.0345857231933037,0.0489115988044518,0.0345857231933037,0.154672056222436,0.0345857231933037,0.0345857231933037,0.0915052224828004,0.129407926663144
0.0348366507145809,0.0348366507145809,0.147799391724644,0.0348366507145809,0.139346602858324,0.0603388490031847,0.0492664639082147,0.0348366507145809,0.134921768055216,0.174183253572904,0.139346602858324,0.0348366507145809,0.0348366507145809,0.0348366507145809,0.0348366507145809,0.147799391724644,0.0492664639082147,0.0603388490031847,0.143635190538966,0.0603388490031847,0.110163162309808,0.211903073647739,0.0348366507145809,0.0348366507145809,0.139346602858324,0.184338228602403,0.0853320185982862,0.0348366507145809,0.0348366507145809,0.0348366507145809,0.187601105426598,0.0492664639082147,0.0778971191062195,0.104509952143743,0.0853320185982862,0.0603388490031847,0.0348366507145809,0.0348366507145809,0.211903073647739,0.181016547009554,0.143635190538966,0.0921691143012016,0.0348366507145809,0.134921768055216,0.0348366507145809,0.0853320185982862,0.115540099372931,0.170664037196572,0.125605330416851,0.0985329278164293,0.143635190538966,0.193962262369,0.143635190538966,0.0985329278164293,0.159641588858304,0.206096405003435,0.170664037196572,0.184338228602403,0.0348366507145809,0.0348366507145809,0.0348366507145809,0.143635190538966,0.130346811476675,0.147799391724644,0.151849439996282,0.134921768055216,0.0348366507145809,0.0853320185982862,0.0348366507145809,0.115540099372931,0.0853320185982862,0.0853320185982862,0.120677698006369,0.0696733014291618,0.159641588858304,0.147799391724644
0.032009219983224,0.032009219983224,0.153510826232197,0.032009219983224,0.123971175920116,0.032009219983224,0.139524955168436,0.032009219983224,0.139524955168436,0.163215637309343,0.16004609991612,0.172374924957484,0.032009219983224,0.032009219983224,0.0452678730212593,0.032009219983224,0.123971175920116,0.0846884357367698,0.194704483938028,0.192055319899344,0.135803619063778,0.0905357460425185,0.055441595321593,0.0452678730212593,0.055441595321593,0.150136549868969,0.0905357460425185,0.101222041272364,0.0452678730212593,0.032009219983224,0.143149583578467,0.16004609991612,0.131977394984464,0.032009219983224,0.153510826232197,0.0905357460425185,0.143149583578467,0.0715747917892335,0.16004609991612,0.1866442219137,0.101222041272364,0.128036879932896,0.032009219983224,0.1866442219137,0.032009219983224,0.101222041272364,0.0905357460425185,0.16937687147354,0.0905357460425185,0.119767534395102,0.153510826232197,0.0784062560233975,0.055441595321593,0.115410883937121,0.123971175920116,0.181071492085037,0.146684673509617,0.183878969460447,0.032009219983224,0.032009219983224,0.131977394984464,0.119767534395102,0.064018439966448,0.110883190643186,0.0715747917892335,0.131977394984464,0.064018439966448,0.032009219983224,0.032009219983224,0.139524955168436,0.032009219983224,0.163215637309343,0.0905357460425185,0.0452678730212593,0.131977394984464,0.1866442219137
0.0331314780961286,0.0331314780961286,0.184468263031508,0.0468549856650122,0.0468549856650122,0.0331314780961286,0.0573854033923501,0.0331314780961286,0.1147708067847,0.144416764871156,0.0811552157597125,0.181468579167379,0.0331314780961286,0.0331314780961286,0.0331314780961286,0.0331314780961286,0.140564956995037,0.0993944342883857,0.128317662901542,0.1147708067847,0.08765765161034,0.0573854033923501,0.0993944342883857,0.0811552157597125,0.140564956995037,0.144416764871156,0.0662629561922572,0.158892987067358,0.0331314780961286,0.0331314780961286,0.1147708067847,0.148168474435978,0.128317662901542,0.0811552157597125,0.148168474435978,0.17531530322068,0.0662629561922572,0.136604583723176,0.181468579167379,0.151827506261281,0.162310431519425,0.181468579167379,0.0331314780961286,0.165657390480643,0.0331314780961286,0.158892987067358,0.0811552157597125,0.184468263031508,0.0573854033923501,0.132525912384514,0.0811552157597125,0.181468579167379,0.184468263031508,0.136604583723176,0.165657390480643,0.109884681594737,0.0993944342883857,0.155400407008326,0.0331314780961286,0.0331314780961286,0.0331314780961286,0.0811552157597125,0.0573854033923501,0.187419942660049,0.0468549856650122,0.17215621017705,0.0331314780961286,0.0468549856650122,0.0331314780961286,0.123966639753119,0.151827506261281,0.0573854033923501,0.109884681594737,0.104770933031745,0.0331314780961286,0.187419942660049
0.031450273186122,0.031450273186122,0.137088562565053,0.031450273186122,0.117676146982912,0.031450273186122,0.191304543304185,0.031450273186122,0.0544734710702843,0.0943508195583659,0.140649897510215,0.137088562565053,0.031450273186122,0.0770371215771345,0.0629005463722439,0.0943508195583659,0.15725136593061,0.125801092744488,0.140649897510215,0.0889548057603051,0.163420413210853,0.031450273186122,0.031450273186122,0.0444774028801526,0.186062325369376,0.154074243154269,0.154074243154269,0.0770371215771345,0.031450273186122,0.031450273186122,0.117676146982912,0.031450273186122,0.18338503002802,0.031450273186122,0.172260240637389,0.0770371215771345,0.180668064568413,0.031450273186122,0.16936490433667,0.129672798300912,0.16036555668386,0.137088562565053,0.031450273186122,0.137088562565053,0.031450273186122,0.0943508195583659,0.031450273186122,0.18338503002802,0.0770371215771345,0.18338503002802,0.137088562565053,0.144123257502444,0.0703249487551076,0.16036555668386,0.117676146982912,0.099454496302666,0.0889548057603051,0.154074243154269,0.031450273186122,0.031450273186122,0.0703249487551076,0.166419203031043,0.0832096015155217,0.188701639116732,0.0832096015155217,0.1508302115628,0.031450273186122,0.099454496302666,0.031450273186122,0.154074243154269,0.140649897510215,0.0629005463722439,0.0770371215771345,0.0943508195583659,0.166419203031043,0.140649897510215
