"bottom_temp_an","Fogarty","mean_gsi","MHW_cum_int","zoop_ratio"
-0.726416477941753,0.453010743943557,-1.28144131735275,-0.604417602998712,0.00329831487749713
-0.935718294162314,0.730095108765588,-0.879386548041447,-0.0180244943452654,-0.556286246143892
-0.126266999299705,0.706992206309419,-0.0331218090160445,-0.326074656363083,-0.662506428852428
0.414345504375757,0.47894439073838,0.520585964925559,-0.620934008194181,-1.11238273131756
-0.863267665470581,0.175043264828869,-0.252513027135145,-0.676052418706998,-0.641999112118783
-1.93266913272251,0.231472243265256,-1.36925110004166,-0.676052418706998,-0.776805848604054
-0.0539002255022915,0.0182752968576845,-1.40762023452105,-0.676052418706998,0.426866441594478
-0.0539002255022915,0.514892522383908,-1.77945264682142,-0.621616792421907,1.46360280518866
-0.0539002255022915,0.79122767851416,-0.571341396117605,-0.368423549085012,2.50257151300574
-0.466466305552435,1.54144498948281,0.72934915081748,-0.535019995185529,1.96674402705345
-0.79165558572204,1.64106542027206,-0.0818159618990826,-0.676052418706998,1.16344856128026
-1.45327070190001,1.58243247271405,0.233968477159074,-0.676052418706998,1.79619229601245
0.404702191529057,0.870447897888094,0.534429877775282,-0.49664287284361,0.32450952655531
0.178992767653386,1.74571441643848,1.15225638966686,-0.676052418706998,0.313463969344134
0.100448683307796,1.452266089234,-0.818858247478722,-0.676052418706998,0.360898921294302
0.0906656123038969,1.8680369365545,-1.21261363072035,-0.676052418706998,0.38417801788669
-0.989888555892475,0.525268229380239,-1.11763143773989,-0.676052418706998,0.953447423774394
-0.297275080447861,0.617431743018058,1.29141718594277,-0.0939646277924691,0.0346582243547813
0.720136352326202,0.458258428564134,0.435919934169007,-0.485886261065356,0.449465667166785
-0.159494501173662,-0.258460980460553,-0.276304816378307,-0.552574813500102,-0.613504037976465
0.625128757062622,-0.654397270701212,1.34334727614501,-0.301060347723975,-1.11694613266217
-0.622632070406104,-0.531529265423054,-0.118016023600941,-0.609320865393229,-1.18887254464499
-2.39255732480009,-0.324032715085266,-0.765687924256215,-0.676052418706998,-1.79555024297837
-0.723493535911201,-0.553062439980857,-0.675230290502081,-0.595678545976769,-0.988284671185261
0.861004588601937,-1.23788992385162,-0.524691677165057,-0.0185829246796019,-1.09216389832816
-0.765708485565576,-1.11265825955743,-1.70849621418383,-0.480747074929173,-1.24133169232186
-0.781630267245663,-0.4770126522176,-0.259403536037611,-0.281034722144471,-0.995848161806134
-0.468436895568935,-0.77391020114908,0.397063234315467,-0.375138659328084,-0.816943225435223
1.18453593771815,-1.34424239268238,0.053211271079936,0.847791812756017,-0.0113627145351249
1.48413829446784,-1.06646085623111,-0.739852532073761,2.05287866332454,-0.735127306520767
1.92468395758914,-1.29593340680898,0.408686530342126,2.92755896243411,0.506815776540841
1.12904076865774,-1.01097198926554,0.505200578273124,0.732503550631123,0.266133695178913
0.670061004601959,-0.746252212548899,1.02525564937614,1.03287282590673,-0.093721572822866
-0.532711672064552,-0.672563907992406,1.31338052371361,0.945037138480133,0.547358116200521
1.67138627348246,-0.902480409721604,1.72445527236481,2.98363210867983,0.695268185909751
1.05684170464897,-0.937581402750994,1.06403452584236,0.404897286145293,0.280715085035147
1.06679248544151,-0.778944624609386,1.18024746822927,1.87468243956115,NA
1.60835534458592,-1.72393516811527,1.95992106094507,0.343812213121583,NA
